signature_name	rank	score	compound_raw	class	moa	target	source	pert_id	cell_id	pert_dose	pert_dose_unit	pert_time	pert_time_unit	sig_id	pubchem_id	input_file	pert_desc	drugchem_id	compound_normalized
GSE267750_primary_Bcell_4_vs_18	1	0.0766	TG101348	JAK_inhibitor	JAK2 inhibitor	JAK2	override	BRD-K12502280	WSUDLCL2	11.1	um	6.0	h	CPC006_WSUDLCL2_6H:BRD-K12502280:11.1	16722836.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	TG101348		tg101348
GSE267750_primary_Bcell_4_vs_18	4	0.0622	TENIPOSIDE	Topoisomerase_inhibitor	Topoisomerase II inhibitor	TOP2	override	BRD-A35588707	WSUDLCL2	1.25	um	6.0	h	CPC006_WSUDLCL2_6H:BRD-A35588707:1.25	6708778.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	TENIPOSIDE		teniposide
GSE267750_primary_Bcell_4_vs_18	5	0.0622	CGP-60474	CDK_inhibitor	CDK inhibitor	CDK (family)	override	BRD-K79090631	HCC515	10.0	um	24.0	h	LJP008_HCC515_24H:BRD-K79090631:10	644215.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	CGP-60474		cgp-60474
GSE267750_primary_Bcell_4_vs_18	7	0.0574	PF-431396	FAK_SRC_inhibitor	FAK inhibitor	PTK2 (FAK)	override	BRD-K93788137	HA1E	10.0	um	24.0	h	LJP005_HA1E_24H:BRD-K93788137:10	11598628.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	PF-431396		pf-431396
GSE267750_primary_Bcell_4_vs_18	8	0.0574	BMS-387032	JAK_inhibitor	JAK inhibitor	JAK (family)	override	BRD-K43389698	HCC515	10.0	um	24.0	h	LJP006_HCC515_24H:BRD-K43389698:10	3025986.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	BMS-387032		bms-387032
GSE267750_primary_Bcell_4_vs_18	9	0.0574	GSK-461364	PLK_inhibitor	PLK1 inhibitor	PLK1	curated	BRD-K92428232	HA1E	1.11	um	24.0	h	LJP008_HA1E_24H:BRD-K92428232:1.11	15983966.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	GSK-461364		gsk-461364
GSE267750_primary_Bcell_4_vs_18	11	0.0526	"""N-(4-methoxyphenyl)-4-morpholino-6-(pyrrolidin-1-yl)-1,3,5-triazin-2-amine hw-gc-act02"""	UNMAPPED			unmapped	BRD-K71172276	A375	10.0	um	24.0	h	CPC007_A375_24H:BRD-K71172276:10.0	24747245.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	"""N-(4-methoxyphenyl)-4-morpholino-6-(pyrrolidin-1-yl)-1,3,5-triazin-2-amine hw-gc-act02"""		n-4-methoxyphenyl-4-morpholino-6-pyrrolidin-1-yl-135-triazin-2-amine hw-gc-act02
GSE267750_primary_Bcell_4_vs_18	12	0.0526	PF-3758309	UNMAPPED			unmapped	BRD-K37764012	HEPG2	10.0	um	24.0	h	LJP009_HEPG2_24H:BRD-K37764012:10		results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	PF-3758309		pf-3758309
GSE267750_primary_Bcell_4_vs_18	13	0.0526	CGP-60474	CDK_inhibitor	CDK inhibitor	CDK (family)	override	BRD-K79090631	HCC515	1.11	um	24.0	h	LJP008_HCC515_24H:BRD-K79090631:1.11	644215.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	CGP-60474		cgp-60474
GSE267750_primary_Bcell_4_vs_18	14	0.0526	AT-7519	CDK_inhibitor	CDK inhibitor	CDK (family)	override	BRD-K13390322	HEPG2	1.11	um	24.0	h	LJP006_HEPG2_24H:BRD-K13390322:1.11	11338033.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	AT-7519		at-7519
GSE267750_primary_Bcell_4_vs_18	15	0.0526	BI-2536	PLK_inhibitor	PLK1 inhibitor	PLK1	override	BRD-K64890080	HEPG2	0.12	um	24.0	h	LJP006_HEPG2_24H:BRD-K64890080:0.12	11364421.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	BI-2536		bi-2536
GSE267750_primary_Bcell_4_vs_18	16	0.0526	GSK-3-inhibitor-II	GSK3_inhibitor	GSK3 inhibitor	GSK3A/B	curated	BRD-K09991945	HT29	0.12	um	24.0	h	LJP007_HT29_24H:BRD-K09991945:0.12	6539732.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	GSK-3-inhibitor-II		gsk-3-inhibitor-ii
GSE267750_primary_Bcell_4_vs_18	18	0.0478	sb 225002	CXCR2_antagonist	CXCR2 antagonist	CXCR2	override	BRD-K61323504	NCIH596	11.1	um	6.0	h	CPC006_NCIH596_6H:BRD-K61323504:11.1	3854666.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	sb 225002		sb 225002
GSE267750_primary_Bcell_4_vs_18	19	0.0478	BX-795	TBK1_IKK_inhibitor	TBK1/IKKÎµ inhibitor	TBK1, IKBKE	override	BRD-K47983010	PL21	10.0	um	6.0	h	CPC006_PL21_6H:BRD-K47983010:10.0	10077147.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	BX-795		bx-795
GSE267750_primary_Bcell_4_vs_18	20	0.0478	L-sulforophane	NRF2_activator	NRF2 pathway activator	NRF2 (pathway)	override	BRD-A58955223	SKM1	10.0	um	6.0	h	CPC006_SKM1_6H:BRD-A58955223:10.0	5350.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	L-sulforophane		l-sulforophane
GSE267750_primary_Bcell_4_vs_18	21	0.0478	MENADIONE	UNMAPPED			unmapped	BRD-K78126613	WSUDLCL2	10.0	um	6.0	h	CPC006_WSUDLCL2_6H:BRD-K78126613:10.0	4055.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	MENADIONE		menadione
GSE267750_primary_Bcell_4_vs_18	22	0.0478	B675700.cdx	UNMAPPED			unmapped	BRD-K88510285	WSUDLCL2	0.04	um	6.0	h	CPC006_WSUDLCL2_6H:BRD-K88510285:0.04	387447.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	B675700.cdx		b675700cdx
GSE267750_primary_Bcell_4_vs_18	23	0.0478	13295	UNMAPPED			unmapped	BRD-K76698671	HEPG2	10.0	um	6.0	h	CPC014_HEPG2_6H:BRD-K76698671:10.0	16126782.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	13295		13295
GSE267750_primary_Bcell_4_vs_18	26	0.0478	GDC-0879	RAF_inhibitor	RAF inhibitor	BRAF/CRAF	override	BRD-K67578145	HEPG2	3.33	um	24.0	h	LJP009_HEPG2_24H:BRD-K67578145:3.33	11717001.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	GDC-0879		gdc-0879
GSE267750_primary_Bcell_4_vs_18	27	0.0478	ALW-II-38-3	UNMAPPED			unmapped	BRD-K68191783	HEPG2	1.11	um	24.0	h	LJP009_HEPG2_24H:BRD-K68191783:1.11	24880028.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	ALW-II-38-3		alw-ii-38-3
GSE267750_primary_Bcell_4_vs_18	28	0.0478	(+)-JQ1	BET_inhibitor	BET bromodomain inhibitor	BRD2/3/4	rule:\b(jq1|i-bet|ibet|bet)\b	BRD-K54606188	HEPG2	0.37	um	24.0	h	LJP008_HEPG2_24H:BRD-K54606188:0.37		results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	(+)-JQ1		+-jq1
GSE267750_primary_Bcell_4_vs_18	29	0.0478	alvocidib	UNMAPPED			unmapped	BRD-K87909389	HCC515	10.0	um	24.0	h	LJP006_HCC515_24H:BRD-K87909389:10	5287969.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	alvocidib		alvocidib
GSE267750_primary_Bcell_4_vs_18	30	0.0478	dinaciclib	UNMAPPED			unmapped	BRD-K13662825	HA1E	1.11	um	24.0	h	LJP007_HA1E_24H:BRD-K13662825:1.11		results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	dinaciclib		dinaciclib
GSE267750_primary_Bcell_4_vs_18	31	0.0431	ISOEUGENITOL	UNMAPPED			unmapped	BRD-K05737787	HA1E	10.0	um	24.0	h	CPC001_HA1E_24H:BRD-K05737787:10.0	5318562.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	ISOEUGENITOL		isoeugenitol
GSE267750_primary_Bcell_4_vs_18	32	0.0431	Rimcazole dihydrochloride	UNMAPPED			unmapped	BRD-A63346720	HCC515	10.0	um	6.0	h	CPC001_HCC515_6H:BRD-A63346720:10.0	5072.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	Rimcazole dihydrochloride		rimcazole
GSE267750_primary_Bcell_4_vs_18	33	0.0431	GBR 12909 dihydrochloride	UNMAPPED			unmapped	BRD-K32501161	HCC515	10.0	um	24.0	h	CPC002_HCC515_24H:BRD-K32501161:10.0	10238982.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	GBR 12909 dihydrochloride		gbr 12909
GSE267750_primary_Bcell_4_vs_18	34	0.0431	CA-074-Me	UNMAPPED			unmapped	BRD-A56020723	A375	10.0	um	24.0	h	CPC005_A375_24H:BRD-A56020723:10.0	23760717.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	CA-074-Me		ca-074-me
GSE267750_primary_Bcell_4_vs_18	35	0.0431	25199533	UNMAPPED			unmapped	BRD-K56477805	SKLU1	10.0	um	6.0	h	CPC006_SKLU1_6H:BRD-K56477805:10.0	44143153.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	25199533		25199533
GSE267750_primary_Bcell_4_vs_18	36	0.0431	NSC 23766	UNMAPPED			unmapped	BRD-A80213327	SNGM	160.0	um	6.0	h	CPC006_SNGM_6H:BRD-A80213327:160.0	409805.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	NSC 23766		nsc 23766
GSE267750_primary_Bcell_4_vs_18	37	0.0431	L-sulforophane	NRF2_activator	NRF2 pathway activator	NRF2 (pathway)	override	BRD-A58955223	THP1	10.0	um	6.0	h	CPC006_THP1_6H:BRD-A58955223:10.0	5350.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	L-sulforophane		l-sulforophane
GSE267750_primary_Bcell_4_vs_18	38	0.0431	QS 11	UNMAPPED			unmapped	BRD-K02526760	WSUDLCL2	10.0	um	6.0	h	CPC006_WSUDLCL2_6H:BRD-K02526760:10.0	42623900.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	QS 11		qs 11
GSE267750_primary_Bcell_4_vs_18	39	0.0431	HDAC6 inhibitor ISOX	UNMAPPED			unmapped	BRD-K69840642	WSUDLCL2	10.0	um	6.0	h	CPC006_WSUDLCL2_6H:BRD-K69840642:10.0	24951314.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	HDAC6 inhibitor ISOX		hdac6 inhibitor isox
GSE267750_primary_Bcell_4_vs_18	40	0.0431	vorinostat	HDAC_inhibitor	HDAC inhibitor	HDAC	override	BRD-K81418486	WSUDLCL2	11.1	um	6.0	h	CPC006_WSUDLCL2_6H:BRD-K81418486:11.1	5311.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	vorinostat		vorinostat
GSE267750_primary_Bcell_4_vs_18	41	0.0431	NCGC00011606-02	UNMAPPED			unmapped	BRD-K73304092	HA1E	10.0	um	24.0	h	CPC007_HA1E_24H:BRD-K73304092:10.0	3234184.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	NCGC00011606-02		ncgc00011606-02
GSE267750_primary_Bcell_4_vs_18	43	0.0431	SYK-inhibitor	UNMAPPED			unmapped	BRD-K53281329	HEPG2	1.11	um	24.0	h	LJP009_HEPG2_24H:BRD-K53281329:1.11	10200390.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	SYK-inhibitor		syk-inhibitor
GSE267750_primary_Bcell_4_vs_18	44	0.0431	mocetinostat	UNMAPPED			unmapped	BRD-K16485616	HT29	3.33	um	24.0	h	LJP008_HT29_24H:BRD-K16485616:3.33	9865515.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	mocetinostat		mocetinostat
GSE267750_primary_Bcell_4_vs_18	45	0.0431	torin-2	UNMAPPED			unmapped	BRD-K68174511	MDAMB231	0.04	um	3.0	h	LJP005_MDAMB231_3H:BRD-K68174511:0.04	51358113.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	torin-2		torin-2
GSE267750_primary_Bcell_4_vs_18	46	0.0431	mitoxantrone	Topoisomerase_inhibitor	Topoisomerase II poison	TOP2	override	BRD-K21680192	SKBR3	0.37	um	24.0	h	LJP005_SKBR3_24H:BRD-K21680192:0.37	5458171.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	mitoxantrone		mitoxantrone
GSE267750_primary_Bcell_4_vs_18	47	0.0431	MK-2206	UNMAPPED			unmapped	BRD-K68065987	A549	3.33	um	24.0	h	LJP006_A549_24H:BRD-K68065987:3.33	24964624.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	MK-2206		mk-2206
GSE267750_primary_Bcell_4_vs_18	48	0.0431	QL-XII-47	UNMAPPED			unmapped	BRD-K99252563	LNCAP	0.12	um	24.0	h	LJP006_LNCAP_24H:BRD-K99252563:0.12	71748056.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	QL-XII-47		ql-xii-47
GSE267750_primary_Bcell_4_vs_18	49	0.0431	dasatinib	UNMAPPED			unmapped	BRD-K49328571	HA1E	1.11	um	24.0	h	LJP007_HA1E_24H:BRD-K49328571:1.11	3062316.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	dasatinib		dasatinib
GSE267750_primary_Bcell_4_vs_18	50	0.0431	tivantinib	UNMAPPED			unmapped	BRD-K33379087	MCF7	10.0	um	24.0	h	LJP007_MCF7_24H:BRD-K33379087:10	11494412.0	results/l1000cds2/GSE267750_4_vs_18.reverse.top50.tsv	tivantinib		tivantinib
GSE158275_LCL_13_vs_2	1	0.1037	T542500	UNMAPPED			unmapped	BRD-A59985574	VCAP	10.0	um	24.0	h	CPC012_VCAP_24H:BRD-A59985574:10.0	5515.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	T542500		t542500
GSE158275_LCL_13_vs_2	2	0.0889	Narciclasine	Translation_Stress	translation inhibitor	translation (pathway)	override	BRD-K06792661	HA1E	10.0	um	24.0	h	CPC006_HA1E_24H:BRD-K06792661:10.0	72376.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	Narciclasine		narciclasine
GSE158275_LCL_13_vs_2	3	0.0741	Dorsomorphin dihydrochloride	TGFb_BMP_pathway	BMP/AMPK inhibitor	ALK2/3/6, AMPK	override	BRD-K54233340	VCAP	10.0	um	24.0	h	CPC004_VCAP_24H:BRD-K54233340:10.0	11524144.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	Dorsomorphin dihydrochloride		dorsomorphin
GSE158275_LCL_13_vs_2	5	0.0667	curcubitacin I	UNMAPPED			unmapped	BRD-A28105619	A375	10.0	um	24.0	h	CPC006_A375_24H:BRD-A28105619:10.0	73707401.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	curcubitacin I		curcubitacin i
GSE158275_LCL_13_vs_2	6	0.0667	Narciclasine	Translation_Stress	translation inhibitor	translation (pathway)	override	BRD-K06792661	A375	10.0	um	24.0	h	CPC006_A375_24H:BRD-K06792661:10.0	72376.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	Narciclasine		narciclasine
GSE158275_LCL_13_vs_2	7	0.0667	dactinomycin	UNMAPPED			unmapped	BRD-K70578146	VCAP	10.0	um	24.0	h	CPC010_VCAP_24H:BRD-K70578146:10.0	457193.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	dactinomycin		dactinomycin
GSE158275_LCL_13_vs_2	8	0.0667	wortmannin	PI3K_inhibitor	PI3K inhibitor	PI3K	curated	BRD-A75409952	VCAP	10.0	um	24.0	h	CPC014_VCAP_24H:BRD-A75409952:10.0	5691.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	wortmannin		wortmannin
GSE158275_LCL_13_vs_2	9	0.0593	calyculin A	UNMAPPED			unmapped	BRD-A47513740	HA1E	10.0	um	24.0	h	CPC005_HA1E_24H:BRD-A47513740:10.0	16760037.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	calyculin A		calyculin a
GSE158275_LCL_13_vs_2	10	0.0593	PK-11195	UNMAPPED			unmapped	BRD-A41451487	A375	160.0	um	24.0	h	CPC006_A375_24H:BRD-A41451487:160.0	1345.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	PK-11195		pk-11195
GSE158275_LCL_13_vs_2	11	0.0593	15-Deoxy-?12,14-prostaglandin J2	UNMAPPED			unmapped	BRD-K61033289	A375	10.0	um	24.0	h	CPC006_A375_24H:BRD-K61033289:10.0	12068863.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	15-Deoxy-?12,14-prostaglandin J2		15-deoxy-1214-prostaglandin j2
GSE158275_LCL_13_vs_2	12	0.0593	MLN4924	UNMAPPED			unmapped	BRD-K67844266	A375	11.1	um	24.0	h	CPC006_A375_24H:BRD-K67844266:11.1	16720766.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	MLN4924		mln4924
GSE158275_LCL_13_vs_2	13	0.0593	CAY10618	UNMAPPED			unmapped	BRD-K83289131	MDST8	10.0	um	6.0	h	CPC006_MDST8_6H:BRD-K83289131:10.0	44819697.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	CAY10618		cay10618
GSE158275_LCL_13_vs_2	14	0.0593	T5212475	UNMAPPED			unmapped	BRD-K62459624	VCAP	10.0	um	24.0	h	CPC012_VCAP_24H:BRD-K62459624:10.0	2416356.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	T5212475		t5212475
GSE158275_LCL_13_vs_2	15	0.0593	S1230	UNMAPPED			unmapped	BRD-K87909389	VCAP	10.0	um	24.0	h	CPC013_VCAP_24H:BRD-K87909389:10.0	5287969.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	S1230		s1230
GSE158275_LCL_13_vs_2	16	0.0519	SB 269970 hydrochloride	UNMAPPED			unmapped	BRD-K24201553	HA1E	10.0	um	24.0	h	CPC001_HA1E_24H:BRD-K24201553:10.0	11957684.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	SB 269970 hydrochloride		sb 269970
GSE158275_LCL_13_vs_2	17	0.0519	vorinostat	HDAC_inhibitor	HDAC inhibitor	HDAC	override	BRD-K81418486	HA1E	10.0	um	24.0	h	CPC001_HA1E_24H:BRD-K81418486:10.0	5311.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	vorinostat		vorinostat
GSE158275_LCL_13_vs_2	18	0.0519	Anisomycin	UNMAPPED			unmapped	BRD-K91370081	HA1E	10.0	um	24.0	h	CPC002_HA1E_24H:BRD-K91370081:10.0	253602.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	Anisomycin		anisomycin
GSE158275_LCL_13_vs_2	19	0.0519	Dorsomorphin dihydrochloride	TGFb_BMP_pathway	BMP/AMPK inhibitor	ALK2/3/6, AMPK	override	BRD-K54233340	HA1E	10.0	um	6.0	h	CPC004_HA1E_6H:BRD-K54233340:10.0	11524144.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	Dorsomorphin dihydrochloride		dorsomorphin
GSE158275_LCL_13_vs_2	20	0.0519	TENIPOSIDE	Topoisomerase_inhibitor	Topoisomerase II inhibitor	TOP2	override	BRD-A35588707	HCC515	10.0	um	24.0	h	CPC004_HCC515_24H:BRD-A35588707:10.0	6708778.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	TENIPOSIDE		teniposide
GSE158275_LCL_13_vs_2	21	0.0519	QUINACRINE HYDROCHLORIDE	UNMAPPED			unmapped	BRD-A45889380	HCC515	10.0	um	6.0	h	CPC005_HCC515_6H:BRD-A45889380:10.0	23581813.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	QUINACRINE HYDROCHLORIDE		quinacrine
GSE158275_LCL_13_vs_2	22	0.0519	Parbendazole	UNMAPPED			unmapped	BRD-K02407574	A375	0.31	um	24.0	h	CPC006_A375_24H:BRD-K02407574:0.31	26596.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	Parbendazole		parbendazole
GSE158275_LCL_13_vs_2	23	0.0519	17757146	UNMAPPED			unmapped	BRD-K05402890	A375	0.35	um	24.0	h	CPC006_A375_24H:BRD-K05402890:0.35	17757146.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	17757146		17757146
GSE158275_LCL_13_vs_2	24	0.0519	mw-A1-12	UNMAPPED			unmapped	BRD-K78867378	A375	10.0	um	24.0	h	CPC006_A375_24H:BRD-K78867378:10.0	701939.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	mw-A1-12		mw-a1-12
GSE158275_LCL_13_vs_2	25	0.0519	Parthenolide	NFkB_inhibitor	NF-kB pathway inhibitor	NF-kB (pathway)	curated	BRD-K98548675	A375	10.0	um	24.0	h	CPC006_A375_24H:BRD-K98548675:10.0	6473881.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	Parthenolide		parthenolide
GSE158275_LCL_13_vs_2	26	0.0519	89671	UNMAPPED			unmapped	BRD-A31107743	HA1E	0.09	um	24.0	h	CPC006_HA1E_24H:BRD-A31107743:0.09	5353446.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	89671		89671
GSE158275_LCL_13_vs_2	28	0.0519	Narciclasine	Translation_Stress	translation inhibitor	translation (pathway)	override	BRD-K06792661	HT29	10.0	um	24.0	h	CPC006_HT29_24H:BRD-K06792661:10.0	72376.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	Narciclasine		narciclasine
GSE158275_LCL_13_vs_2	30	0.0519	Narciclasine	Translation_Stress	translation inhibitor	translation (pathway)	override	BRD-K06792661	SNGM	10.0	um	6.0	h	CPC006_SNGM_6H:BRD-K06792661:10.0	72376.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	Narciclasine		narciclasine
GSE158275_LCL_13_vs_2	32	0.0519	NCGC00188700-01	UNMAPPED			unmapped	BRD-K75315865	A375	10.0	um	24.0	h	CPC007_A375_24H:BRD-K75315865:10.0	44825304.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	NCGC00188700-01		ncgc00188700-01
GSE158275_LCL_13_vs_2	33	0.0519	EI-156	UNMAPPED			unmapped	BRD-K70549064	HA1E	10.0	um	6.0	h	CPC014_HA1E_6H:BRD-K70549064:10.0	6610353.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	EI-156		ei-156
GSE158275_LCL_13_vs_2	35	0.0519	mitoxantrone	Topoisomerase_inhibitor	Topoisomerase II poison	TOP2	override	BRD-K21680192	HT29	10.0	um	6.0	h	CPC020_HT29_6H:BRD-K21680192:10.0	5458171.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	mitoxantrone		mitoxantrone
GSE158275_LCL_13_vs_2	36	0.0519	(+)-JQ1	BET_inhibitor	BET bromodomain inhibitor	BRD2/3/4	rule:\b(jq1|i-bet|ibet|bet)\b	BRD-K54606188	HT29	0.37	um	24.0	h	LJP008_HT29_24H:BRD-K54606188:0.37		results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	(+)-JQ1		+-jq1
GSE158275_LCL_13_vs_2	37	0.0519	NVP-AUY922	UNMAPPED			unmapped	BRD-K65182930	SKBR3	0.04	um	24.0	h	LJP005_SKBR3_24H:BRD-K65182930:0.04		results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	NVP-AUY922		nvp-auy922
GSE158275_LCL_13_vs_2	38	0.0444	ICI-162,846	UNMAPPED			unmapped	BRD-K66782112	HA1E	10.0	um	24.0	h	CPC001_HA1E_24H:BRD-K66782112:10.0	134778.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	ICI-162,846		ici-162846
GSE158275_LCL_13_vs_2	40	0.0444	PUROMYCIN HYDROCHLORIDE	UNMAPPED			unmapped	BRD-A28970875	HCC515	10.0	um	24.0	h	CPC002_HCC515_24H:BRD-A28970875:10.0	5702164.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	PUROMYCIN HYDROCHLORIDE		puromycin
GSE158275_LCL_13_vs_2	41	0.0444	Cefixime	UNMAPPED			unmapped	BRD-K71059170	HA1E	10.0	um	6.0	h	CPC003_HA1E_6H:BRD-K71059170:10.0	5362065.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	Cefixime		cefixime
GSE158275_LCL_13_vs_2	42	0.0444	AM580	UNMAPPED			unmapped	BRD-K06854232	VCAP	10.0	um	24.0	h	CPC003_VCAP_24H:BRD-K06854232:10.0	2126.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	AM580		am580
GSE158275_LCL_13_vs_2	43	0.0444	PREDNISOLONE ACETATE	UNMAPPED			unmapped	BRD-A01643550	HA1E	10.0	um	24.0	h	CPC004_HA1E_24H:BRD-A01643550:10.0	5702107.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	PREDNISOLONE ACETATE		prednisolone
GSE158275_LCL_13_vs_2	44	0.0444	vorinostat	HDAC_inhibitor	HDAC inhibitor	HDAC	override	BRD-K81418486	HA1E	10.0	um	24.0	h	CPC004_HA1E_24H:BRD-K81418486:10.0	5311.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	vorinostat		vorinostat
GSE158275_LCL_13_vs_2	45	0.0444	ROPINIROLE	UNMAPPED			unmapped	BRD-K15933101	HEPG2	10.0	um	6.0	h	CPC004_HEPG2_6H:BRD-K15933101:10.0	5095.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	ROPINIROLE		ropinirole
GSE158275_LCL_13_vs_2	46	0.0444	Cycloheximide	UNMAPPED			unmapped	BRD-A62184259	PC3	10.0	um	24.0	h	CPC004_PC3_24H:BRD-A62184259:10.0	2900.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	Cycloheximide		cycloheximide
GSE158275_LCL_13_vs_2	47	0.0444	manumycin A	UNMAPPED			unmapped	BRD-K78599730	A375	10.0	um	24.0	h	CPC005_A375_24H:BRD-K78599730:10.0	44483259.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	manumycin A		manumycin a
GSE158275_LCL_13_vs_2	48	0.0444	Purvalanol A	UNMAPPED			unmapped	BRD-K50836978	A549	10.0	um	24.0	h	CPC005_A549_24H:BRD-K50836978:10.0	456214.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	Purvalanol A		purvalanol a
GSE158275_LCL_13_vs_2	49	0.0444	CT-200783	UNMAPPED			unmapped	BRD-K02822062	A375	10.0	um	24.0	h	CPC006_A375_24H:BRD-K02822062:10.0	73707405.0	results/l1000cds2/GSE158275_13_vs_2.reverse.top50.tsv	CT-200783		ct-200783
